u	v	length
23875	23873	129.315
23876	33729	357.60900000000004
23876	30317	292.375
23877	20728	197.874
23877	18315	169.309
23877	23874	79.279
23877	17808	79.21000000000001
23878	38634	64.966
23879	9344	130.70499999999998
23879	3155	105.236
23880	18317	204.464
23880	23881	79.079
23880	7034	79.345
23881	20731	198.98999999999998
23881	13662	79.414
23881	23880	79.079
23882	7351	20.527
23882	45010	119.786
23882	45004	109.10499999999999
23883	12627	70.904
23884	39429	141.041
23884	23894	76.036
23885	30480	15.292
23885	23896	76.934
23886	39426	141.058
23886	23902	75.11
23887	23886	67.907
23887	50365	15.699
23888	23891	51.709
23889	18320	204.288
23889	23890	79.213
23889	21267	79.21300000000001
23890	20739	197.957
23890	23899	79.28099999999999
23890	23889	79.213
23891	20517	250.288
23891	22412	341.971
23892	28846	80.66900000000001
23892	37452	151.785
23893	47094	15.283
23893	23900	74.172
23894	43637	15.375
23894	23885	76.41
23895	36732	15.17
23895	30481	78.623
23895	49183	30.912000000000003
23896	39433	141.086
23896	36732	78.06199999999998
23897	48302	15.479
23897	23884	74.439
23898	18324	204.55700000000002
23898	23899	79.08
23898	23901	79.617
23899	20744	197.85899999999998
23899	23898	79.08
23899	23890	79.28099999999999
23900	47490	146.678
23900	23892	83.37999999999998
23901	20745	197.39800000000002
23901	18326	204.535
23901	12559	79.014
23901	23898	79.617
23902	49761	15.557
23902	39427	141.018
23902	23897	73.142
23903	40193	146.507
23903	23893	76.42
23904	18327	204.368
23904	23907	79.282
23904	12559	79.283
23905	43073	15.005
23905	27212	77.342
23906	23905	75.085
23906	47836	50.730999999999995
23907	20749	197.176
23907	23908	79.216
23907	23904	79.282
23908	25138	160.295
23908	10896	79.14800000000001
23908	23907	79.21600000000001
23909	9071	80.69400000000002
23909	10896	77.535
23909	29620	139.188
23910	12678	40.398
23910	6621	113.863
23910	28648	41.812
23910	31259	120.429
23911	27158	53.45399999999999
23911	4717	67.56099999999999
23911	17593	79.083
23911	26110	73.177
23912	23914	43.959
23912	53093	60.316
23912	53092	47.403
23913	32986	383.498
23913	54926	130.555
23914	23912	43.959
23914	23915	98.742
23914	53093	48.326
23915	23916	92.219
23915	23914	98.742
23915	27889	91.66000000000001
23916	23915	92.219
23916	34073	130.244
23916	34054	20.883000000000003
23917	23919	48.02
23917	52017	75.554
23917	21717	37.253
23918	3343	85.6
23918	21175	78.287
23919	23917	48.02
23919	8404	90.029
23920	21020	81.727
23920	28260	179.363
23921	11996	82.412
23921	23994	222.784
23922	23923	256.133
23922	20846	79.301
23922	8694	78.782
23923	11671	79.061
23923	23924	261.168
23923	20848	79.07900000000001
23924	11672	78.997
23924	20849	79.241
23924	15123	260.925
23925	7638	76.291
23925	18751	259.286
23925	15205	76.14699999999999
23926	11675	79.237
23926	20852	78.826
23926	23927	261.078
23927	11677	78.66
23927	20853	79.09
23928	21383	95.617
23928	7638	75.846
23928	18753	259.782
23929	23977	49.096000000000004
23930	33323	94.427
23930	20881	78.721
23930	14337	98.539
23931	5491	146.382
23931	23744	118.459
23932	20883	81.877
23932	33316	11.21
23932	21859	66.19200000000001
23933	21396	83.44
23933	3248	88.277
23933	23748	140.139
23934	20885	78.959
23934	17795	88.177
23935	23937	75.625
23935	8813	104.236
23935	23757	136.52100000000002
23936	31169	347.08000000000004
23937	18090	109.671
23937	23935	75.625
23937	23760	118.726
23938	20890	39.394
23939	21863	79.069
23939	20865	78.917
23939	23938	240.32299999999998
23940	34493	162.24399999999997
23940	23942	21.212
23941	21868	79.256
23941	20864	78.56
23941	2167	237.679
23942	54572	87.514
23942	52636	226.203
23943	21869	79.202
23943	20866	78.986
23943	7069	238.103
23944	21875	79.011
23944	20872	79.109
23944	23943	237.911
23945	21873	79.583
23945	20870	78.408
23945	23944	238.375
23946	23947	174.424
23947	23946	174.424
23947	11689	78.972
23947	20876	79.022
23948	11688	79.161
23948	20877	79.011
23948	23947	260.711
23949	11681	54.439
23949	14322	65.707
23949	23948	207.282
23950	14777	242.586
23950	182	82.204
23950	45679	78.236
23951	23953	79.291
23951	1905	79.003
23951	23424	131.171
23951	20301	144.168
23952	223	95.224
23952	23804	12.82
23953	15865	70.751
23953	23951	79.291
23953	23425	138.431
23953	20303	156.478
23954	40513	19.841
23954	1885	11.013
23955	47298	262.339
23956	226	82.069
23956	29148	78.725
23956	23958	260.919
23957	23956	260.836
23957	228	82.11
23957	29178	79.091
23958	24568	79.152
23958	50557	57.946
23958	23952	211.15
23959	23957	185.742
23959	238	100.98
23959	26588	97.876
23960	9986	78.429
23960	22324	94.725
23960	17268	86.983
23960	23427	176.833
23961	23959	75.42
23961	233	81.972
23961	29286	79.019
23962	23964	123.965
23962	9986	84.303
23962	17269	77.703
23962	23431	221.502
23963	23961	260.6
23963	29304	79.097
23963	232	82.124
23964	5629	94.306
23964	23962	123.965
23964	17271	82.915
23964	20599	233.497
23965	39566	77.048
23965	41088	164.273
23966	234	82.062
23966	23963	253.577
23967	47506	73.365
23968	29388	78.925
23968	23966	245.418
23969	23970	8.193
23969	51613	146.94400000000002
23969	51612	11.621
23970	23969	8.193
23971	237	82.142
23971	29429	79.246
23971	23968	268.75300000000004
23972	22469	137.088
23973	9611	164.222
23973	241	82.238
23973	29463	78.921
23974	52636	12.954
23974	23929	39.849000000000004
23975	3913	121.176
23975	25064	72.634
23975	21200	44.032
23975	12710	49.525
23976	21200	41.534
23976	3685	95.819
23977	1885	126.94300000000001
23977	23954	127.106
23978	25983	79.07
23978	19712	215.087
23978	28031	64.634
23979	10570	167.983
23979	20062	109.558
23980	14847	124.721
23980	24099	67.997
23980	7773	93.158
23981	28027	13.909
23981	28026	14.705
23981	22722	214.031
23981	28880	264.607
23982	47482	126.437
23982	207	81.218
23982	28021	55.208
23983	14853	75.955
23983	50314	104.432
23983	4530	157.941
23984	23983	74.913
23984	14854	78.202
23985	28456	127.652
23985	12694	70.227
23986	25136	80.31700000000001
23987	11976	79.395
23987	21026	78.997
23987	23988	268.906
23987	13386	268.127
23988	11982	78.854
23988	21025	79.287
23988	23989	267.86
23989	23990	269.198
23989	11984	78.985
23989	21024	79.325
23990	11985	79.225
23990	21023	78.808
23990	23992	155.19400000000002
23991	1918	25.443
23992	49986	82.795
23992	21166	79.78
23993	21021	78.809
23993	11993	79.226
23993	23921	45.623
23994	11995	79.147
23994	23995	299.299
23995	23998	286.696
23995	21018	78.153
23996	12387	161.177
23996	17756	76.156
23996	24055	76.321
23997	25371	76.448
23997	23996	145.821
23998	21017	78.787
23998	12000	79.054
23999	24002	46.9
23999	24001	79.22
24000	23454	159.011
24000	45293	78.784
24000	29615	84.874
24001	48895	120.455
24002	38720	101.393
24003	24001	43.356
24003	24002	79.801
24004	12004	78.991
24004	21015	78.992
24004	24006	261.183
24005	12002	84.375
24005	2266	84.019
24005	24004	301.611
24005	23998	215.572
24006	24008	268.164
24006	49828	79.0
24006	21014	78.947
24007	19290	35.102
24008	24009	253.299
24008	49837	79.065
24008	21013	78.981
24009	24011	238.079
24009	11952	79.334
24009	21012	78.916
24010	6109	158.004
24010	21834	89.372
24010	25548	74.417
24011	24012	220.634
24011	21010	78.903
24011	11954	79.085
24012	24013	286.087
24012	11961	79.889
24013	11964	79.323
24013	21008	78.96
24013	24014	237.847
24014	11965	79.077
24014	21007	77.975
24014	24015	236.762
24015	25546	33.675
24015	24017	20.947
24015	11967	79.26
24016	26438	15.957
24016	30712	55.603
24017	24015	20.947
24017	7659	231.16699999999997
24017	25547	177.739
24018	1725	15.885
24019	6170	36.011
24019	41830	261.422
24020	6168	58.154
24020	45048	77.491
24020	24021	58.513
24021	6168	37.225
24021	6170	178.227
24022	30687	79.1
24022	29241	247.789
24023	28400	235.68
24023	30238	78.873
24024	24023	78.084
24025	55210	78.541
24025	27862	53.861
24026	13438	43.874
24026	15004	43.416000000000004
24027	24967	79.022
24027	24965	79.377
24027	1223	187.49099999999999
24027	11592	207.065
24028	13609	68.451
24028	25503	222.425
24029	18450	56.975
24029	9285	50.718
24029	18445	50.262
24030	10248	87.664
24030	3401	55.164
24030	16210	109.514
24031	8859	40.077
24031	22261	104.98
24032	13604	84.972
24032	24717	19.983
24032	24721	67.69800000000001
24033	20754	79.782
24033	7187	79.122
24033	4178	147.66
24034	17470	98.61500000000001
24034	15497	80.73700000000001
24034	32074	23.371
24034	24035	80.971
24035	24034	80.971
24036	21668	14.087
24036	2390	49.923
24037	6524	25.878
24038	11857	79.407
24038	2400	123.124
24039	26108	150.632
24039	24304	159.185
24039	24041	79.291
24039	40885	80.126
24040	24038	76.983
24040	2402	130.314
24041	24043	82.496
24041	30954	158.965
24041	24039	79.291
24042	25091	80.223
24042	24040	79.621
24043	30191	150.687
24043	15979	76.051
24043	24041	82.496
24044	23797	83.393
24044	8035	83.88
24044	26593	277.729
24045	22429	84.866
24045	26944	230.12599999999998
24045	26943	237.18900000000002
24046	19207	324.878
24046	6504	69.716
24046	38091	115.30600000000001
24047	13278	77.336
24047	2973	82.329
24047	28373	197.7
24048	19638	167.375
24048	52	96.692
24049	6236	236.884
24049	41301	16.369999999999997
24050	27195	149.476
24050	24051	79.276
24050	3535	76.902
24051	30961	158.767
24051	24052	79.003
24051	24050	79.276
24052	3534	151.094
24052	30929	158.503
24052	6160	80.066
24052	24051	79.003
24053	11886	76.234
24053	16633	84.397
24054	12057	98.091
24054	26048	81.057
24054	54280	258.46299999999997
24055	25371	146.133
24055	23996	76.321
24055	11886	76.371
24056	24057	237.653
24056	12067	85.334
24056	27584	79.26
24057	52003	237.448
24057	50352	85.403
24057	29512	79.384
24058	50361	86.12
24058	26876	79.123
24058	24060	237.59300000000002
24059	22031	76.297
24059	8525	76.122
24059	25374	147.75900000000001
24060	12087	85.457
24060	28708	79.141
24060	24062	237.668
24061	10949	70.686
24061	22031	76.288
24061	25375	147.731
24061	12393	155.398
24062	12088	85.24799999999999
24062	29622	79.299
24062	13778	237.19
24063	24064	75.918
24063	7223	295.688
24063	42052	41.251000000000005
24064	7226	293.929
24064	53075	76.255
24064	24063	75.918
24065	12119	85.182
24065	24066	237.689
24065	28169	79.441
24066	12124	85.287
24066	26170	79.319
24066	1103	240.168
24067	3518	284.045
24067	22586	78.602
24067	18722	77.143
24068	5832	298.703
24068	21155	146.798
24069	34830	134.608
24069	24071	34.46
24069	20554	54.432
24070	21812	236.974
24070	24597	79.906
24070	12053	100.74199999999999
24071	30529	220.517
24071	34831	53.059
24071	24069	34.46
24072	21165	117.838
24072	11116	203.912
24072	17310	256.90299999999996
24073	11539	48.557
24073	34824	77.966
24073	40485	85.961
24073	30918	237.088
24074	24075	81.741
24075	27735	112.304
24075	2773	83.881
24076	24078	83.67699999999999
24077	31219	76.884
24077	11539	121.851
24077	24088	480.63300000000004
24078	24079	83.33
24078	8665	241.53
24078	17933	242.992
24079	14550	82.308
24079	8666	241.895
24080	14898	979.7890000000002
24081	21933	47.466
24082	24083	82.308
24082	17938	242.407
24083	24084	82.43
24083	8671	241.672
24084	24085	82.443
24084	17953	242.305
24085	24086	81.835
24085	17952	242.13
24086	18957	82.909
24087	17830	84.243
24087	8688	241.935
24088	5692	45.527
24088	42642	694.9409999999999
24088	24077	480.633
24089	16030	82.411
24089	8723	241.69
24089	17971	241.914
24090	24091	82.407
24090	17972	241.379
24091	21245	82.488
24091	8740	241.871
24092	17980	241.343
24092	19470	82.625
24093	53884	26.352
24093	17981	241.406
24094	19318	133.591
24094	10956	87.003
24095	24955	76.204
24095	19318	185.059
24096	11446	42.445
24097	13479	85.139
24097	27150	64.884
24097	20509	82.56
24098	4051	34.673
24098	24100	290.936
24099	23980	67.997
24099	18821	70.74
24100	5870	22.947
24100	24098	290.98400000000004
24101	14055	10.336
24101	24101	56.867
24101	24101	56.867000000000004
24102	51017	65.585
24102	24103	23.783
24102	2233	22.832
24103	2233	7.613
24103	14686	88.04
24104	22655	24.332
24104	16157	25.402
24104	22659	61.095
24105	52992	102.123
24105	702	144.064
24105	28290	186.24099999999999
24106	14000	81.662
24106	43351	79.961
24107	14000	65.903
24107	15033	79.794
24107	24108	284.403
24107	29924	80.89500000000001
24108	24110	140.04200000000003
24108	15031	79.562
24108	24107	284.403
24108	25900	79.54100000000001
24109	6423	75.763
24109	8668	282.034
24110	15028	79.641
24110	24108	140.042
24110	24111	86.03999999999999
24111	24110	86.03999999999999
24112	22014	79.23
24112	9162	79.306
24112	7896	198.317
24112	5998	188.40300000000002
24113	22014	78.981
24113	19875	85.027
24113	6004	132.138
24113	7904	197.99800000000002
24114	24115	84.731
24114	1870	94.04499999999999
24115	29846	89.481
24115	24125	28.392
24115	24114	84.731
24116	24117	86.485
24116	5737	75.195
24117	24116	86.485
24118	37675	17.997999999999998
24118	49406	76.797
24119	24164	322.70799999999997
24119	41400	93.482
24120	41967	263.802
24120	24121	79.73499999999999
24121	24122	80.39
24121	37691	17.87
24122	19545	264.43100000000004
24122	30361	80.225
24123	5348	100.369
24123	26355	275.338
24124	27235	80.386
24124	37716	19.322
24125	24115	28.392
24125	5366	143.856
24126	34351	22.917
24126	34349	264.34000000000003
24126	9019	169.51
24127	24128	83.761
24127	49227	61.99
24127	37733	24.25
24128	26975	77.823
24128	37737	19.421
24129	24130	79.704
24129	37746	18.311
24130	24131	79.984
24130	37750	18.332
24130	40416	66.177
24131	24132	86.057
24131	41411	267.838
24132	37760	18.314
24132	24133	83.798
24132	42745	269.117
24133	41397	173.842
24133	24135	78.181
24133	44643	271.847
24134	37760	84.102
24134	24133	16.497
24135	24136	80.863
24135	37775	18.311
24136	24137	78.555
24136	41397	68.796
24136	37776	18.307
24137	30859	78.863
24137	37777	18.305
24138	24143	177.051
24138	15568	112.796
24139	24140	80.913
24139	37781	18.302
24140	42503	202.863
24140	24141	78.647
24141	37785	18.31
24141	24142	78.139
24142	44653	269.791
24142	24144	87.045
24143	15569	63.845
24143	11499	74.869
24144	40532	269.546
24144	24145	84.481
24144	37789	18.033
24145	44656	270.069
24145	24147	79.093
24146	42925	269.939
24146	24149	77.467
24147	24146	79.912
24147	37793	18.302
24148	44662	270.159
24148	24157	78.939
24149	24148	79.899
24149	37796	18.3
24150	24151	79.349
24150	44665	269.993
24151	24152	165.275
24151	37802	18.307
24152	37803	18.308
24152	24153	83.857
24152	44671	270.026
24153	40085	270.033
24153	24154	83.237
24154	37805	18.308
24154	24155	76.168
24155	44675	270.083
24155	24156	79.796
24155	37806	18.3
24156	36550	18.308
24156	24158	79.554
24157	24150	79.564
24157	37798	18.304000000000002
24158	44677	270.959
24158	24159	78.824
24159	24167	80.265
24159	37809	18.306
24160	24161	80.878
24160	37811	18.724
24161	39930	158.236
24161	24162	95.72
24162	24163	87.287
24162	39932	126.903
24162	37815	18.306
24163	39934	66.762
24163	37816	18.307
24163	24165	153.173
24164	21758	231.936
24165	39935	19.821
24165	37818	77.417
24165	37817	17.733
24166	10734	8.878
24166	24168	4.935
24167	24160	76.538
24167	39926	241.32399999999998
24168	24166	4.935
24168	27983	44.648
24168	24171	27.556
24169	24170	139.797
24169	7178	415.21900000000005
24170	12241	79.16
24170	21096	155.341
24171	18430	4.437
24171	24168	27.556
24172	2387	45.183
24172	10728	20.875999999999998
24172	18430	41.947
24173	10621	140.203
24174	35040	13.606
24174	2097	106.087
24175	54341	51.116
24175	50506	174.08100000000002
24176	24180	154.964
24176	26235	38.125
24176	17514	92.171
24176	50319	205.463
24177	36593	105.324
24178	47922	45.38
24178	22943	442.98699999999997
24179	29407	19.813
24180	24176	154.964
24180	17516	90.148
24180	48431	106.732
24180	40251	76.996
24181	24175	26.042
24182	15917	64.003
24182	15910	78.747
24183	7000	195.131
24183	53753	27.875
24184	40950	175.638
24184	44469	78.394
24184	37399	85.512
24184	51039	170.68300000000002
24185	24195	11.386
24185	10025	77.805
24186	40947	174.719
24186	4700	171.104
24186	44469	77.652
24187	24197	8.974
24187	54494	92.827
24188	7898	115.227
24188	7897	55.678
24188	13956	95.901
24189	10019	11.433
24189	50943	79.802
24189	35698	199.305
24190	35701	213.185
24190	10025	11.954
24190	24195	79.333
24191	49380	57.946
24191	51858	117.869
24191	19942	432.861
24192	29652	76.287
24193	22225	118.891
24193	8472	186.18
24194	50943	11.644
24194	10019	78.004
24194	8158	404.43
24195	24185	11.386
24195	12922	81.392
24195	35702	220.56799999999998
24196	24203	287.002
24196	12337	79.336
24196	29442	79.038
24197	24192	18.422
24197	24489	15.371
24198	49044	198.216
24198	31670	80.024
24198	26192	81.136
24199	24200	13.469
24199	24208	66.918
24200	24199	13.469
24200	1961	96.85300000000001
24201	24202	12.862
24201	24212	32.568
24202	1957	41.049
24202	24201	12.862
24203	12338	78.822
24203	19292	240.282
24203	29514	78.658
24204	12343	79.046
24204	24206	268.934
24204	49618	80.14200000000001
24205	12339	82.29
24205	49619	82.503
24205	20657	226.478
24206	12345	78.984
24206	24207	251.517
24206	49616	80.731
24207	12346	79.166
24207	20953	140.162
24207	29749	79.632
24208	24209	90.594
24208	22255	133.458
24209	1977	90.576
24209	11043	91.878
24210	3353	247.25199999999998
24211	40802	28.884
24211	992	510.79099999999994
24212	24199	151.803
24212	46323	122.99000000000001
24213	12348	79.112
24213	12169	145.85
24214	6335	12.413
24214	24216	108.25399999999999
24215	19122	236.519
24216	14611	151.773
24216	19414	50.896
24217	10172	77.864
24218	24164	264.885
24218	21721	770.523
24219	6932	109.686
24219	14238	105.432
24220	24241	120.536
24220	27512	71.06400000000001
24221	10257	135.617
24221	10323	85.669
24222	18472	11.365
24222	7359	43.647
24222	22186	91.71000000000001
24223	24224	48.876
24223	36078	49.651
24223	18472	31.274
24224	24225	81.213
24224	24223	48.876
24224	17213	273.229
24224	36078	51.830999999999996
24225	15421	98.531
24225	24224	81.213
24226	12909	30.74
24226	12908	59.090999999999994
24227	24228	71.377
24227	24231	109.838
24228	4132	10.003
24229	15414	145.212
24229	5057	19.652
24230	7652	113.233
24231	31880	465.6400000000001
24232	24244	141.243
24233	19954	37.778
24233	13527	100.419
24233	1690	95.76599999999999
24234	24236	86.56099999999999
24234	1020	125.51399999999998
24235	15702	194.262
24236	24234	86.561
24236	22441	131.867
24236	24475	73.409
24237	18265	76.14000000000001
24237	24227	186.777
24238	96	236.93
24238	13459	191.724
24238	10380	81.66
24239	24240	46.675
24239	24235	64.36500000000001
24240	24235	40.932
24240	447	122.809
24241	15008	243.224
24241	24220	120.536
24241	10387	79.312
24242	24243	154.75799999999998
24243	24248	189.32199999999997
24243	31995	223.56199999999998
24244	24247	175.652
24244	39709	442.818
24245	760	39.465
24245	759	54.341
24245	10393	79.798
24246	12918	61.836
24247	53275	110.88
24248	31862	217.84199999999998
24249	5428	95.627
24249	37673	76.27700000000002
24250	22920	106.831
24250	15160	83.728
24250	5459	56.069
24250	5461	43.411
24251	53042	26.817
24251	19288	281.37
24252	24260	167.09
24252	24295	27.056
24253	20399	126.822
24253	3967	23.204
24253	3965	13.278
24253	18783	86.10300000000001
24254	53042	39.893
24255	25068	61.657000000000004
24255	24257	94.078
24256	24258	94.875
24256	3967	168.56900000000002
24257	10618	36.595
24257	25068	43.538000000000004
24258	24256	94.875
24258	2645	50.428
24258	25077	55.864
24259	8675	36.135999999999996
24259	9328	29.684
24260	31843	875.5249999999997
24261	22272	46.089
24261	2645	42.66
24261	25077	79.784
24262	53777	88.072
24262	53780	101.061
24263	15047	45.48
24263	15046	189.309
24263	24265	53.358000000000004
24264	54937	65.235
24265	15047	24.329
24265	24263	53.358000000000004
24265	24267	73.965
24265	34290	40.274
24266	24268	28.538
24266	22272	53.368
24267	52525	28.434
24267	34290	56.296
24268	24450	148.269
24268	24271	37.799
24269	6298	166.48
24270	38161	178.92600000000002
24271	20127	47.061
24272	6291	36.2
24273	11963	33.987
24274	24251	130.361
24275	2709	61.024
24275	38188	71.014
24276	18197	42.844
24276	1109	45.571000000000005
24277	16573	184.632
24277	17161	286.079
24278	5415	63.367
24278	8869	78.715
24279	47569	70.91
24279	18151	56.605
24279	19982	410.47
24280	20401	172.072
24281	24282	190.441
24281	25743	85.55899999999998
24282	24281	190.441
24282	5157	77.69500000000001
24282	6477	62.306000000000004
24283	14361	158.596
24284	27516	79.341
24284	28073	82.483
24284	8518	188.11700000000002
24285	23212	75.909
24285	17695	30.02
24285	6364	106.603
24286	13966	140.079
24286	27520	79.452
24287	3384	223.161
24287	46934	64.228
24288	20398	144.201
24289	23817	80.22
24290	30197	43.683
24290	52470	58.92700000000001
24290	33247	61.973
24291	30196	43.49
24291	29153	245.448
24291	2817	131.173
24292	52327	60.52
24292	23524	237.357
24292	3927	79.116
24293	11922	196.663
24293	15288	73.20400000000001
24294	24187	144.499
24294	24395	12.788
24295	20258	48.773
24295	25067	88.589
24295	24252	27.056
24296	45398	37.538
24297	29828	96.382
24297	24299	142.779
24298	31013	84.26800000000001
24298	31015	115.04599999999999
24299	25805	85.308
24299	22260	142.497
24300	26566	103.062
24301	27481	57.151
24301	51317	28.489
24301	24302	16.451
24302	24301	16.451
24302	51317	26.192
24303	24730	99.555
24303	24300	236.32000000000002
24304	40601	127.251
24304	30954	79.07400000000001
24304	24039	159.185
24305	35658	74.85
24305	45412	106.92
24306	25884	83.612
24306	12297	109.781
24307	25928	99.205
24307	25929	99.685
24307	24303	234.293
24308	24341	282.355
24308	34400	394.691
24309	33350	55.296
24309	16594	82.703
24309	26650	187.596
24309	25854	86.309
24310	10153	26.399
24310	29729	48.564
24310	24311	182.918
24311	24312	201.173
24311	24310	182.918
24311	26350	77.77199999999999
24312	24311	201.173
24312	26352	77.051
24312	25819	77.704
24312	13705	109.466
24313	24315	15.067
24314	2301	79.323
24314	9414	139.97299999999998
24315	14514	207.016
24315	2374	64.626
24316	11155	79.206
24316	2381	79.662
24317	21669	13.808
24317	11157	79.369
24318	12301	67.1
24318	14126	92.812
24318	46437	62.926
24319	11855	237.665
24319	11166	80.513
24320	13610	142.209
24321	2322	101.354
24321	19297	293.286
24322	11074	100.641
24322	24321	235.874
24322	2328	101.417
24323	24322	208.702
24323	11078	99.34
24324	16657	234.221
24324	2338	99.445
24325	15001	233.962
24325	2344	99.415
24326	24325	233.995
24326	2347	99.143
24326	11096	90.302
24327	24326	233.879
24327	2350	99.821
24327	11097	89.89
24328	31081	79.466
24328	11130	79.384
24329	11133	79.352
24329	24328	192.906
24329	2358	79.608
24330	24715	373.594
24330	32227	190.297
24330	9833	139.234
24331	7141	74.353
24331	24332	79.16
24331	23559	173.999
24332	22917	285.912
24332	5433	82.164
24332	24331	79.16
24333	15165	78.829
24333	5433	82.103
24333	23564	174.09099999999998
24334	38922	217.511
24334	30524	41.451
24334	30684	80.47800000000001
24335	23566	174.233
24335	22320	82.246
24335	15165	78.973
24336	18788	79.343
24336	23572	173.996
24336	10300	141.75300000000001
24336	24337	159.853
24337	54411	109.72200000000001
24337	2637	161.325
24337	24336	159.853
24338	20132	76.798
24338	22281	79.159
24339	24355	10.909
24339	2208	109.82399999999998
24340	20780	169.235
24340	35564	79.471
24340	8377	52.346000000000004
24341	37663	61.64699999999999
24342	50171	14.949
24342	8377	13.881
24342	22024	148.35
24343	23582	174.184
24343	24344	77.684
24343	3087	77.623
24344	10235	142.368
24344	18224	77.414
24344	24343	77.684
24345	22607	149.059
24345	30910	862.5360000000001
24345	31230	936.3560000000001
24346	2208	11.052
24346	24355	106.45799999999998
24347	23587	174.059
24347	16982	69.77
24347	19463	70.122
24348	20186	36.043
24349	24357	10.395
24349	24339	114.95400000000001
24350	23593	173.964
24350	19433	79.339
24350	23289	77.35
24351	13334	142.438
24352	23598	174.12
24352	24353	79.069
24352	738	79.4
24353	20571	80.67
24353	10266	142.682
24353	24352	79.069
24354	10272	144.602
24354	12687	78.633
24354	20571	77.52
24355	24339	10.909
24355	24357	120.46
24356	10278	142.38
24356	3235	78.964
24356	12274	80.75
24357	24349	10.395
24357	19119	46.808
24358	38537	142.756
24358	52752	439.259
24358	40496	276.961
24358	22357	231.881
24359	23610	174.369
24359	18158	78.964
24359	3235	79.379
24360	2212	11.259
24360	24346	96.34199999999998
24361	23620	173.763
24361	18158	80.227
24361	8979	78.425
24362	17615	372.951
24363	8449	1287.876
24363	8449	1287.9339999999997
24364	30403	210.253
24365	23619	173.264
24365	24366	78.817
24365	8979	157.595
24366	23618	175.092
24366	24365	78.817
24366	25175	63.617
24366	20117	77.943
24367	31351	75.546
24367	20469	58.414
24368	12580	82.018
24368	29272	82.632
24368	14451	131.171
24369	12581	79.317
24369	27882	78.878
24369	33418	88.081
24369	14451	87.213
24370	15170	79.019
24370	5437	82.27
24370	6345	173.624
24371	5092	100.048
24371	15158	79.13
24371	5088	59.012
24372	16705	49.753
24373	24374	73.365
24373	380	257.451
24373	3047	147.238
24374	24373	73.365
24375	28426	76.13900000000001
24375	27815	98.419
24375	35203	123.19200000000001
24376	24504	174.263
24376	39106	345.713
24377	29273	81.85
24377	12585	83.559
24377	33418	135.58100000000002
24378	8182	73.824
24379	24067	159.49800000000002
24379	22588	82.437
24379	18719	77.73100000000001
24380	24379	185.266
24380	22590	86.47
24380	18716	77.87
24381	24385	99.975
24381	26942	43.117999999999995
24381	26941	280.169
24382	42507	83.252
24382	24383	35.641
24382	24411	79.404
24383	24382	35.641
24384	1947	145.048
24384	49728	129.699
24384	24767	71.795
24384	29406	76.555
24385	20769	93.512
24385	26115	95.906
24385	26114	234.909
24386	7771	85.325
24386	29890	192.82
24386	26114	196.065
24387	22103	76.086
24387	24390	76.15
24387	30827	135.865
24388	7771	79.218
24388	7772	314.314
24389	37218	104.804
24390	24387	76.15
24390	54817	76.286
24390	28435	48.423
24391	17023	76.03
24391	3066	77.734
24391	49710	286.224
24391	20278	317.393
24392	23501	241.205
24392	18961	82.175
24393	3073	78.153
24393	49710	152.12300000000002
24393	17024	76.065
24394	38936	171.228
24395	14195	21.994
24395	18615	76.697
24396	28426	55.187999999999995
24397	3864	83.989
24397	43219	295.98
24398	3158	124.912
24398	19382	113.383
24398	6284	107.211
24398	9876	118.629
24399	24401	201.30599999999998
24399	29517	79.371
24399	3873	78.16299999999998
24400	11022	115.133
24400	24402	40.012
24400	3161	128.995
24401	34641	230.489
24401	3875	78.16300000000001
24401	30621	79.385
24402	19338	87.812
24402	24403	76.003
24402	24400	40.012
24403	24402	76.003
24403	24408	125.428
24404	50958	52.646
24404	50945	93.727
24404	7171	150.24599999999998
24405	24407	79.014
24405	38920	97.254
24406	19720	244.829
24407	38919	98.486
24407	24405	79.014
24407	12257	106.809
24408	24409	85.599
24408	27169	109.182
24408	24403	125.428
24409	2235	241.012
24409	24408	85.599
24409	29516	81.818
24409	22501	70.293
24410	9425	90.453
24410	30622	94.58
24411	24405	92.887
24411	24382	79.404
24411	12257	81.339
24412	2235	253.751
24412	114	12.37
24412	27279	66.273
24413	15955	84.047
24413	6938	82.75
24414	50490	63.979
24414	24415	58.728
24414	16886	37.237
24415	28613	20.043
24415	24417	18.926
24415	24414	58.728
24416	37674	51.605
24417	22552	118.262
24417	24415	18.926
24417	28613	26.53
24418	3673	69.119
24419	24420	109.295
24419	13695	58.214
24419	13696	41.676
24420	19312	88.736
24420	24421	122.039
24420	24419	109.295
24421	13700	209.015
24421	19120	76.771
24421	24420	122.039
24422	30626	86.054
24422	35415	62.275999999999996
24423	24425	31.38
24423	19120	38.939
24424	41996	336.19899999999996
24425	19314	89.289
24425	24427	83.632
24425	24423	31.38
24426	8850	14.777
24426	48128	78.584
24427	19125	111.256
24427	24428	115.28
24427	24425	83.632
24428	24427	115.28
24428	21291	111.19800000000001
24429	3545	100.376
24429	19323	136.85
24429	3542	69.79
24430	7613	249.198
24430	24455	540.166
24431	24432	52.486
24431	3545	64.278
24431	19324	88.0
24432	24433	114.292
24432	24431	52.486
24433	24432	114.292
24433	27396	238.428
24433	26152	318.139
24434	34002	295.84400000000005
